Arts & Entertainment,Food,Nightlife Spot,Outdoors & Recreation,Shop & Service,Travel & Transport,Greenspace_scaled
0.0,0.021739130434782608,0.0,0.0,0.06060606060606061,0.05263157894736842,0.06343760557658223
0.0,0.021739130434782608,0.0,0.09090909090909091,0.06060606060606061,0.0,0.2891032621631597
0.0,0.021739130434782608,0.047619047619047616,0.0,0.09090909090909091,0.0,0.036682822181012986
0.0,0.021739130434782608,0.14285714285714285,0.09090909090909091,0.030303030303030304,0.0,0.051697242080842296
0.1,0.021739130434782608,0.0,0.0,0.09090909090909091,0.15789473684210525,0.30858686919574696
0.0,0.043478260869565216,0.0,0.09090909090909091,0.09090909090909091,0.0,0.33484789054315495
0.0,0.06521739130434782,0.047619047619047616,0.0,0.0,0.0,0.061495138544841746
0.0,0.0,0.047619047619047616,0.0,0.06060606060606061,0.05263157894736842,0.31712019461506125
0.0,0.0,0.0,0.18181818181818182,0.030303030303030304,0.0,0.24427168944924874
0.1,0.10869565217391304,0.047619047619047616,0.0,0.33333333333333337,0.0,0.04152632446941927
0.0,0.021739130434782608,0.047619047619047616,0.2727272727272727,0.0,0.0,0.1304344474894146
0.0,0.021739130434782608,0.09523809523809523,0.09090909090909091,0.0,0.0,0.1707860378413879
0.0,0.021739130434782608,0.0,0.0,0.030303030303030304,0.10526315789473684,0.06222868029898532
0.0,0.021739130434782608,0.047619047619047616,0.0,0.06060606060606061,0.0,0.14978836021742697
0.0,0.0,0.09523809523809523,0.0,0.06060606060606061,0.0,0.0793199931570872
0.0,0.10869565217391304,0.0,0.09090909090909091,0.09090909090909091,0.0,0.13258330827547082
0.1,0.15217391304347827,0.14285714285714285,0.18181818181818182,0.3939393939393939,0.15789473684210525,0.06572962574841477
0.2,0.19565217391304346,0.047619047619047616,0.2727272727272727,0.4545454545454546,0.0,0.24925878260663117
0.0,0.0,0.0,0.0,0.24242424242424243,0.0,0.34549948026698973
0.0,0.021739130434782608,0.0,0.0,0.15151515151515152,0.05263157894736842,0.3760821998874372
0.1,0.19565217391304346,0.23809523809523808,0.18181818181818182,0.06060606060606061,0.10526315789473684,0.029401419256607646
0.0,0.0,0.0,0.0,0.09090909090909091,0.05263157894736842,0.04314470792499521
0.0,0.021739130434782608,0.09523809523809523,0.36363636363636365,0.0,0.0,0.33477022171736615
0.1,0.021739130434782608,0.0,0.09090909090909091,0.030303030303030304,0.0,0.15881993879490558
0.0,0.0,0.09523809523809523,0.18181818181818182,0.0,0.0,0.24967535979110703
0.0,0.021739130434782608,0.047619047619047616,0.0,0.12121212121212122,0.05263157894736842,0.052531897235886055
0.0,0.021739130434782608,0.047619047619047616,0.0,0.06060606060606061,0.0,0.027516944129942194
0.0,0.0,0.0,0.09090909090909091,0.12121212121212122,0.0,0.060353525839882335
0.0,0.021739130434782608,0.047619047619047616,0.0,0.06060606060606061,0.05263157894736842,0.34330628364969873
0.0,0.021739130434782608,0.047619047619047616,0.0,0.06060606060606061,0.0,0.13206352457144277
0.1,0.10869565217391304,0.0,0.18181818181818182,0.12121212121212122,0.05263157894736842,0.06763366013075756
0.0,0.0,0.0,0.18181818181818182,0.15151515151515152,0.0,0.08193253846133736
0.0,0.06521739130434782,0.09523809523809523,0.36363636363636365,0.18181818181818182,0.10526315789473684,0.9383264433932695
0.0,0.21739130434782608,0.09523809523809523,0.2727272727272727,0.09090909090909091,0.10526315789473684,0.12082437571353957
0.1,0.021739130434782608,0.0,0.09090909090909091,0.09090909090909091,0.05263157894736842,0.04924820840465782
0.0,0.0,0.14285714285714285,0.18181818181818182,0.06060606060606061,0.05263157894736842,0.16755683521808973
0.1,0.0,0.047619047619047616,0.2727272727272727,0.06060606060606061,0.0,0.295051619916671
0.0,0.06521739130434782,0.0,0.2727272727272727,0.21212121212121213,0.15789473684210525,0.3237104447725648
0.0,0.08695652173913043,0.047619047619047616,0.18181818181818182,0.030303030303030304,0.05263157894736842,0.41627396684937457
0.0,0.19565217391304346,0.047619047619047616,0.18181818181818182,0.15151515151515152,0.05263157894736842,0.6393069765171853
0.2,0.10869565217391304,0.0,0.36363636363636365,0.06060606060606061,0.21052631578947367,0.32268902141238504
0.0,0.043478260869565216,0.0,0.09090909090909091,0.09090909090909091,0.10526315789473684,0.16985612991518162
0.0,0.3695652173913043,0.14285714285714285,0.18181818181818182,0.21212121212121213,1.0,0.01975267075593216
0.0,0.043478260869565216,0.047619047619047616,0.0,0.030303030303030304,0.10526315789473684,0.0663579711235302
0.0,0.10869565217391304,0.0,0.0,0.24242424242424243,0.2631578947368421,0.08554139185927498
0.0,0.0,0.047619047619047616,0.09090909090909091,0.09090909090909091,0.10526315789473684,1.0
0.0,0.8913043478260869,0.8571428571428571,0.6363636363636364,0.36363636363636365,0.2631578947368421,0.3816984757423831
0.0,0.6304347826086957,1.0,0.7272727272727273,0.3939393939393939,0.05263157894736842,0.06321198579870613
0.1,0.06521739130434782,0.0,0.2727272727272727,0.030303030303030304,0.05263157894736842,0.24620182448414155
0.30000000000000004,0.3695652173913043,0.2857142857142857,0.36363636363636365,0.21212121212121213,0.21052631578947367,0.4910179929855138
0.0,0.06521739130434782,0.0,0.18181818181818182,0.18181818181818182,0.10526315789473684,0.07387827649649154
0.30000000000000004,0.5217391304347826,0.14285714285714285,0.36363636363636365,0.2727272727272727,0.15789473684210525,0.1831465045454194
0.1,0.7391304347826086,0.38095238095238093,0.36363636363636365,0.21212121212121213,0.0,0.035429628328797896
1.0,0.5217391304347826,0.6190476190476191,0.09090909090909091,0.12121212121212122,0.10526315789473684,0.10152824182369494
0.2,0.17391304347826086,0.047619047619047616,0.36363636363636365,0.15151515151515152,0.10526315789473684,0.08322464141097684
0.2,0.15217391304347827,0.0,0.2727272727272727,0.21212121212121213,0.10526315789473684,0.1986116671846617
0.0,0.06521739130434782,0.047619047619047616,0.18181818181818182,0.18181818181818182,0.10526315789473684,0.15909069954955735
0.2,0.19565217391304346,0.0,0.2727272727272727,0.30303030303030304,0.05263157894736842,0.05349067809073188
0.0,0.021739130434782608,0.0,0.18181818181818182,0.030303030303030304,0.10526315789473684,0.1686095744670847
0.0,0.30434782608695654,0.0,0.0,0.030303030303030304,0.10526315789473684,0.08956246560258006
0.1,0.0,0.14285714285714285,0.0,0.030303030303030304,0.0,0.2747296165534425
0.0,0.021739130434782608,0.0,0.18181818181818182,0.030303030303030304,0.0,0.037813108391253764
0.0,0.3695652173913043,0.2857142857142857,0.18181818181818182,0.15151515151515152,0.2631578947368421,0.06467722588531552
0.0,0.43478260869565216,0.23809523809523808,0.2727272727272727,0.30303030303030304,0.10526315789473684,0.11676983664508578
0.7000000000000001,1.0,0.8095238095238095,0.8181818181818182,0.42424242424242425,0.3157894736842105,0.0
0.0,0.15217391304347827,0.047619047619047616,0.09090909090909091,0.12121212121212122,0.0,0.4587203615674369
0.30000000000000004,0.9565217391304348,0.9523809523809523,1.0,0.3939393939393939,0.42105263157894735,0.013460052811146178
0.2,0.15217391304347827,0.19047619047619047,0.4545454545454546,0.15151515151515152,0.3157894736842105,0.22694343148818874
0.30000000000000004,0.6521739130434783,0.5714285714285714,0.5454545454545454,0.24242424242424243,0.15789473684210525,0.4980146645020234
0.0,0.021739130434782608,0.047619047619047616,0.09090909090909091,0.030303030303030304,0.0,0.31492276187978707
0.0,0.021739130434782608,0.0,0.0,0.12121212121212122,0.0,0.19824363632795172
0.0,0.0,0.14285714285714285,0.18181818181818182,0.0,0.0,0.1939610501216783
0.0,0.0,0.14285714285714285,0.09090909090909091,0.030303030303030304,0.0,0.10312045282240798
0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.004047657761930546
0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.05263157894736842,0.009306508788823144
0.0,0.021739130434782608,0.047619047619047616,0.0,0.09090909090909091,0.05263157894736842,0.044996303192261
0.0,0.10869565217391304,0.14285714285714285,0.0,0.15151515151515152,0.21052631578947367,0.10451176984791101
0.1,0.043478260869565216,0.0,0.0,0.06060606060606061,0.0,0.09792876404011644
0.0,0.0,0.09523809523809523,0.0,0.09090909090909091,0.0,0.35050633146377824
0.1,0.043478260869565216,0.047619047619047616,0.0,0.09090909090909091,0.05263157894736842,0.1709624642171536
0.0,0.0,0.047619047619047616,0.09090909090909091,0.06060606060606061,0.0,0.11610033946609674
0.1,0.17391304347826086,0.047619047619047616,0.09090909090909091,0.33333333333333337,0.15789473684210525,0.03821075152376087
0.0,0.043478260869565216,0.0,0.0,0.030303030303030304,0.0,0.21985894096664962
0.30000000000000004,0.19565217391304346,0.047619047619047616,0.2727272727272727,0.33333333333333337,0.10526315789473684,0.06539389274519462
0.0,0.06521739130434782,0.09523809523809523,0.09090909090909091,0.12121212121212122,0.05263157894736842,0.20251099561146116
0.0,0.08695652173913043,0.047619047619047616,0.09090909090909091,0.15151515151515152,0.0,0.25757877736207385
0.0,0.08695652173913043,0.0,0.0,0.06060606060606061,0.0,0.23579268411566245
0.1,0.021739130434782608,0.0,0.0,0.12121212121212122,0.0,0.19657396722317952
0.0,0.0,0.09523809523809523,0.18181818181818182,0.030303030303030304,0.0,0.04370895976178095
0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.05263157894736842,0.01593327763558908
0.0,0.021739130434782608,0.0,0.09090909090909091,0.06060606060606061,0.0,0.022255397666505545
0.0,0.021739130434782608,0.0,0.09090909090909091,0.09090909090909091,0.0,0.5831293008967346
0.1,0.0,0.047619047619047616,0.09090909090909091,0.030303030303030304,0.0,0.10857044882549385
0.0,0.021739130434782608,0.047619047619047616,0.09090909090909091,0.030303030303030304,0.0,0.24109779529038364
0.0,0.0,0.047619047619047616,0.18181818181818182,0.030303030303030304,0.05263157894736842,0.21910954901306343
0.0,0.021739130434782608,0.0,0.0,0.12121212121212122,0.05263157894736842,0.10726945259551576
0.1,0.043478260869565216,0.047619047619047616,0.18181818181818182,0.030303030303030304,0.0,0.40691168888302603
0.0,0.021739130434782608,0.0,0.0,0.06060606060606061,0.0,0.17752398333656783
0.0,0.021739130434782608,0.09523809523809523,0.0,0.030303030303030304,0.0,0.03801445968581878
0.0,0.0,0.047619047619047616,0.09090909090909091,0.0,0.0,0.02486083373232571
0.0,0.0,0.047619047619047616,0.09090909090909091,0.06060606060606061,0.0,0.049802844455133735
0.0,0.021739130434782608,0.047619047619047616,0.09090909090909091,0.030303030303030304,0.0,0.05708047257920866
0.0,0.0,0.047619047619047616,0.0,0.09090909090909091,0.0,0.25739506888704183
0.0,0.021739130434782608,0.0,0.09090909090909091,0.06060606060606061,0.0,0.03203421739536624
0.0,0.06521739130434782,0.047619047619047616,0.18181818181818182,0.030303030303030304,0.10526315789473684,0.1517807895130638
0.2,0.19565217391304346,0.19047619047619047,0.0,0.33333333333333337,0.0,0.13453686562067063
0.0,0.06521739130434782,0.0,0.18181818181818182,0.18181818181818182,0.10526315789473684,0.029665554110993652
0.1,0.10869565217391304,0.19047619047619047,0.09090909090909091,0.33333333333333337,0.0,0.036785134491923166
0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.14231933125066756
0.0,0.06521739130434782,0.19047619047619047,0.36363636363636365,0.030303030303030304,0.10526315789473684,0.3351767938390922
0.0,0.043478260869565216,0.09523809523809523,0.09090909090909091,0.030303030303030304,0.0,0.30905457321373914
