Arts & Entertainment,Food,Nightlife Spot,Outdoors & Recreation,Shop & Service,Travel & Transport,Greenspace_scaled
0.0,0.18003132665669264,0.0,0.0,0.31154281616956675,0.23137821315975915,0.06343760557658223
0.0,0.18003132665669264,0.0,0.2789429456511298,0.31154281616956675,0.0,0.2891032621631597
0.0,0.18003132665669264,0.22424382421757547,0.0,0.3931232644656452,0.0,0.036682822181012986
0.0,0.18003132665669264,0.44848764843515093,0.2789429456511298,0.1965616322328226,0.0,0.051697242080842296
0.2890648263178878,0.18003132665669264,0.0,0.0,0.3931232644656452,0.4627564263195183,0.30858686919574696
0.0,0.2853429017059389,0.0,0.2789429456511298,0.3931232644656452,0.0,0.33484789054315495
0.0,0.3600626533133853,0.22424382421757547,0.0,0.0,0.0,0.061495138544841746
0.0,0.0,0.22424382421757547,0.0,0.31154281616956675,0.23137821315975915,0.31712019461506125
0.0,0.0,0.0,0.44211410869774026,0.1965616322328226,0.0,0.24427168944924874
0.2890648263178878,0.4653742283626316,0.22424382421757547,0.0,0.704666080635212,0.0,0.04152632446941927
0.0,0.18003132665669264,0.22424382421757547,0.5578858913022596,0.0,0.0,0.1304344474894146
0.0,0.18003132665669264,0.35541805240316376,0.2789429456511298,0.0,0.0,0.1707860378413879
0.0,0.18003132665669264,0.0,0.0,0.1965616322328226,0.3667257913420846,0.06222868029898532
0.0,0.18003132665669264,0.22424382421757547,0.0,0.31154281616956675,0.0,0.14978836021742697
0.0,0.0,0.35541805240316376,0.0,0.31154281616956675,0.0,0.0793199931570872
0.0,0.4653742283626316,0.0,0.2789429456511298,0.3931232644656452,0.0,0.13258330827547082
0.2890648263178878,0.5400939799700779,0.44848764843515093,0.44211410869774026,0.7483798979693137,0.4627564263195183,0.06572962574841477
0.4581569099913262,0.5980511219807114,0.22424382421757547,0.5578858913022596,0.7862465289312904,0.0,0.24925878260663117
0.0,0.0,0.0,0.0,0.6230856323391335,0.0,0.34549948026698973
0.0,0.18003132665669264,0.0,0.0,0.5081044484023893,0.23137821315975915,0.3760821998874372
0.2890648263178878,0.5980511219807114,0.5796618766207392,0.44211410869774026,0.31154281616956675,0.3667257913420846,0.029401419256607646
0.0,0.0,0.0,0.0,0.3931232644656452,0.23137821315975915,0.04314470792499521
0.0,0.18003132665669264,0.35541805240316376,0.647685462377997,0.0,0.0,0.33477022171736615
0.2890648263178878,0.18003132665669264,0.0,0.2789429456511298,0.1965616322328226,0.0,0.15881993879490558
0.0,0.0,0.35541805240316376,0.44211410869774026,0.0,0.0,0.24967535979110703
0.0,0.18003132665669264,0.22424382421757547,0.0,0.4564019762583082,0.23137821315975915,0.052531897235886055
0.0,0.18003132665669264,0.22424382421757547,0.0,0.31154281616956675,0.0,0.027516944129942194
0.0,0.0,0.0,0.2789429456511298,0.4564019762583082,0.0,0.060353525839882335
0.0,0.18003132665669264,0.22424382421757547,0.0,0.31154281616956675,0.23137821315975915,0.34330628364969873
0.0,0.18003132665669264,0.22424382421757547,0.0,0.31154281616956675,0.0,0.13206352457144277
0.2890648263178878,0.4653742283626316,0.0,0.44211410869774026,0.4564019762583082,0.23137821315975915,0.06763366013075756
0.0,0.0,0.0,0.44211410869774026,0.5081044484023893,0.0,0.08193253846133736
0.0,0.3600626533133853,0.35541805240316376,0.647685462377997,0.5518182657364912,0.3667257913420846,0.9383264433932695
0.0,0.6228060637813823,0.35541805240316376,0.5578858913022596,0.3931232644656452,0.3667257913420846,0.12082437571353957
0.2890648263178878,0.18003132665669264,0.0,0.2789429456511298,0.3931232644656452,0.23137821315975915,0.04924820840465782
0.0,0.0,0.44848764843515093,0.44211410869774026,0.31154281616956675,0.23137821315975915,0.16755683521808973
0.2890648263178878,0.0,0.22424382421757547,0.5578858913022596,0.31154281616956675,0.0,0.295051619916671
0.0,0.3600626533133853,0.0,0.5578858913022596,0.5896848966984678,0.4627564263195183,0.3237104447725648
0.0,0.4180197953240188,0.22424382421757547,0.44211410869774026,0.1965616322328226,0.23137821315975915,0.41627396684937457
0.0,0.5980511219807114,0.22424382421757547,0.44211410869774026,0.5081044484023893,0.23137821315975915,0.6393069765171853
0.4581569099913262,0.4653742283626316,0.0,0.647685462377997,0.31154281616956675,0.5372435736804816,0.32268902141238504
0.0,0.2853429017059389,0.0,0.2789429456511298,0.3931232644656452,0.3667257913420846,0.16985612991518162
0.0,0.7507171300685704,0.44848764843515093,0.44211410869774026,0.5896848966984678,0.9999999999999999,0.01975267075593216
0.0,0.2853429017059389,0.22424382421757547,0.0,0.1965616322328226,0.3667257913420846,0.0663579711235302
0.0,0.4653742283626316,0.0,0.0,0.6230856323391335,0.5981040045018438,0.08554139185927498
0.0,0.0,0.22424382421757547,0.2789429456511298,0.3931232644656452,0.3667257913420846,1.0
0.0,0.9707860593768581,0.9525715106136458,0.8368288369533894,0.7273644709769791,0.5981040045018438,0.3816984757423831
0.0,0.8833940236866503,1.0,0.8842282173954805,0.7483798979693137,0.23137821315975915,0.06321198579870613
0.2890648263178878,0.3600626533133853,0.0,0.5578858913022596,0.1965616322328226,0.23137821315975915,0.24620182448414155
0.5781296526357756,0.7507171300685704,0.6295320036582306,0.647685462377997,0.5896848966984678,0.5372435736804816,0.4910179929855138
0.0,0.3600626533133853,0.0,0.44211410869774026,0.5518182657364912,0.3667257913420846,0.07387827649649154
0.5781296526357756,0.8360395906480376,0.44848764843515093,0.647685462377997,0.6529636084911308,0.4627564263195183,0.1831465045454194
0.2890648263178878,0.9234316263382453,0.7108361048063275,0.647685462377997,0.5896848966984678,0.0,0.035429628328797896
1.0,0.8360395906480376,0.8537758278758061,0.2789429456511298,0.4564019762583082,0.3667257913420846,0.10152824182369494
0.4581569099913262,0.5706858034118778,0.22424382421757547,0.647685462377997,0.5081044484023893,0.3667257913420846,0.08322464141097684
0.4581569099913262,0.5400939799700779,0.0,0.5578858913022596,0.5896848966984678,0.3667257913420846,0.1986116671846617
0.0,0.3600626533133853,0.22424382421757547,0.44211410869774026,0.5518182657364912,0.3667257913420846,0.15909069954955735
0.4581569099913262,0.5980511219807114,0.0,0.5578858913022596,0.6799915255571828,0.23137821315975915,0.05349067809073188
0.0,0.18003132665669264,0.0,0.44211410869774026,0.1965616322328226,0.3667257913420846,0.1686095744670847
0.0,0.7033626970299578,0.0,0.0,0.1965616322328226,0.3667257913420846,0.08956246560258006
0.2890648263178878,0.0,0.44848764843515093,0.0,0.1965616322328226,0.0,0.2747296165534425
0.0,0.18003132665669264,0.0,0.44211410869774026,0.1965616322328226,0.0,0.037813108391253764
0.0,0.7507171300685704,0.6295320036582306,0.44211410869774026,0.5081044484023893,0.5981040045018438,0.06467722588531552
0.0,0.7907547327201654,0.5796618766207392,0.5578858913022596,0.6799915255571828,0.3667257913420846,0.11676983664508578
0.8671944789536634,1.0,0.9350799290239029,0.9266284080291267,0.767944792427875,0.6495607655709433,0.0
0.0,0.5400939799700779,0.22424382421757547,0.2789429456511298,0.4564019762583082,0.0,0.4587203615674369
0.5781296526357756,0.9887055987358967,0.9849500560613944,1.0,0.7483798979693137,0.7334515826841692,0.013460052811146178
0.4581569099913262,0.5400939799700779,0.5206780355557716,0.7210570543488701,0.5081044484023893,0.6495607655709433,0.22694343148818874
0.5781296526357756,0.891910534276641,0.8298007536825656,0.783091851446946,0.6230856323391335,0.4627564263195183,0.4980146645020234
0.0,0.18003132665669264,0.22424382421757547,0.2789429456511298,0.1965616322328226,0.0,0.31492276187978707
0.0,0.18003132665669264,0.0,0.0,0.4564019762583082,0.0,0.19824363632795172
0.0,0.0,0.44848764843515093,0.44211410869774026,0.0,0.0,0.1939610501216783
0.0,0.0,0.44848764843515093,0.2789429456511298,0.1965616322328226,0.0,0.10312045282240798
0.0,0.0,0.0,0.44211410869774026,0.0,0.0,0.004047657761930546
